entry_id,Publisher Name,Keyword,Match Type,Campaign,Keyword Group,Category,Bid Strategy,Status,Search Engine Bid,Impressions,Avg. Pos.,Avg. Cost per Click,Clicks
mkt_2606,Google - Global,marseille travel,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$3.75 ,"1,759",1.51,$1.85 ,10
mkt_2607,Yahoo - US,nice airfares,Standard,French Destinations,Nice,uncategorized,,Live,$6.25 ,70,1.06,$1.52 ,6
mkt_2608,Google - US,paris flight deals,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,5,4.2,$2.21 ,1
mkt_2609,Yahoo - US,germany plane ticket,Advanced,Western Europe Destinations,Germany,uncategorized,,Paused,$6.25 ,6,1,$1.95 ,1
mkt_261,Overture - US,flight to barcelona spain,Advanced,Unassigned,Unassigned,flight,Position 5-10 Bid Strategy,Paused,$0.78 ,361,2.2,$1.01 ,29
mkt_2610,Google - US,italy airlines,Broad,Geo Targeted New York,New York to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,237,1.97,$3.10 ,10
mkt_2611,Google - US,ouagadougou flights,Broad,Google_Yearlong 2006,Google|ouagadougou,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,24,1.13,$0.86 ,1
mkt_2612,Overture - Global,france air line,Advanced,Unassigned,Unassigned,france,,Sent,$8.75 ,"9,522",2.35,$0.45 ,15
mkt_2613,Google - Global,lyon plane tickets,Broad,Air France Global Campaign,Lyon,lyon,Position 1- 3,Unavailable,$2.50 ,4,1,$3.31 ,1
mkt_2614,Yahoo - US,international flight,Advanced,Geo Targeted Chicago,International Chicago,uncategorized,,Live,$6.25 ,"1,215",1.32,$1.38 ,86
mkt_2615,Yahoo - US,cheap international air ticket,Advanced,Geo Targeted Houston,Cheap International Houston,uncategorized,,Paused,$6.25 ,63,5.62,$4.63 ,2
mkt_2616,Yahoo - US,international airport,Advanced,Geo Targeted Chicago,International Chicago,uncategorized,,Live,$6.25 ,"1,309",1.7,$3.46 ,34
mkt_2617,Google - US,france air flight,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,776,1.04,$0.75 ,55
mkt_2618,Google - US,florence flights,Broad,Geo Targeted San Francisco,San Francisco to Florence Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,9,3.11,$2.91 ,1
mkt_2619,Google - US,cont:google_yearlong 2006::google|sofia,N/A,Google_Yearlong 2006,Google|sofia,uncategorized,,Unavailable,$7.50 ,86,2.61,$0.39 ,2
mkt_262,MSN - Global,bordeaux airport,Broad,Air France Brand & French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Deactivated,$0.00 ,230,2.96,$1.04 ,1
mkt_2620,Google - US,flight to marseille,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00 ,127,1.08,$1.96 ,23
mkt_2621,Google - US,switzerland airlines,Broad,Google_Yearlong 2006,Google|Switzerland,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,170,1.35,$0.90 ,2
mkt_2622,Overture - US,berlin ticket,Advanced,Unassigned,Unassigned,berlin,Position 5-10 Bid Strategy,Paused,$0.63 ,"17,418",1.2,$0.87 ,5
mkt_2623,Google - US,italy tickets,Broad,Geo Targeted San Francisco,San Francisco to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,372,1.84,$2.24 ,2
mkt_2624,Google - US,venice plane tickets,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,59,4.96,$1.83 ,2
mkt_2625,Overture - Global,bora bora ticket,Standard,Unassigned,Unassigned,tahiti,,Paused,$10.00 ,6,0.83,$0.22 ,3
mkt_2626,Google - US,rome airports,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,458,2.35,$2.81 ,5
mkt_2627,Yahoo - US,business flight,Advanced,Business Class,Business Class - Generic,uncategorized,,Live,$7.50 ,377,3.32,$5.33 ,2
mkt_2628,Google - US,italy tickets,Broad,Geo Targeted DC,DC to Italy Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,40,1.79,$3.82 ,4
mkt_2629,Google - US,venice airfares,Broad,Western Europe Destinations,Venice,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,123,3.83,$0.44 ,1
mkt_263,Google - US,turkey airline,Broad,Western Europe Destinations,Turkey,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,737,1.22,$1.54 ,22
mkt_2630,Yahoo - US,venice flight,Advanced,Geo Targeted New York,New York to Venice Sale,uncategorized,,Live,$6.25 ,469,1,$1.45 ,3
mkt_2631,Google - US,cont:google_yearlong 2006::google|international airfare,N/A,Google_Yearlong 2006,Google|International Airfare,uncategorized,,Unavailable,$7.50 ,"115,052",1.86,$0.17 ,34
mkt_2632,Overture - Global,atlanta travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,"1,641",1.28,$2.05 ,40
mkt_2633,Overture - US,fly to lyon,Standard,Unassigned,Unassigned,lyon,Position 2-5 Bid Strategy,Paused,$0.51 ,36,2.14,$1.25 ,1
mkt_2634,MSN - US,flights to paris,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00 ,"4,071",1.31,$1.66 ,290
mkt_2635,Overture - US,air france schedule,Standard,Unassigned,Unassigned,airfrance,Position 1-4 Bid Strategy,Paused,$0.51 ,407,1.82,$0.42 ,4
mkt_2636,Yahoo - US,rome ticket,Advanced,Western Europe Destinations,Rome,uncategorized,,Live,$6.25 ,"17,580",1,$1.23 ,13
mkt_2637,Yahoo - US,air france co uk,Advanced,Air France Branded,Air France Website,uncategorized,,Live,$7.50 ,12,1,$0.15 ,2
mkt_2638,Google - Global,flight to marseilles,Broad,Air France Global Campaign,Marseille,marseille,Position 1- 3,Unavailable,$11.25 ,15,1.27,$2.72 ,5
mkt_2639,Overture - Global,phoenix to paris,Standard,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.13 ,736,3.85,$0.13 ,6
mkt_264,Google - US,rome airports,Broad,Geo Targeted Los Angeles,Los Angeles to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,4,1,$0.89 ,1
mkt_2640,MSN - US,airfrance tickets,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Live,$0.00 ,209,1.02,$1.65 ,1
mkt_2641,Yahoo - US,international air ticket,Advanced,Geo Targeted Chicago,International Chicago,uncategorized,,Live,$6.25 ,40,1.38,$1.28 ,3
mkt_2642,Overture - Global,airfare to france,Advanced,Unassigned,Unassigned,france,Position 1-2 Target,Sent,$0.65 ,"3,604",1.48,$0.92 ,116
mkt_2643,Overture - Global,ticket paris,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.69 ,"15,070",2.61,$0.72 ,120
mkt_2644,Google - US,fly to germany,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,459,1.98,$1.47 ,42
mkt_2645,Google - US,athens cheap fares,Broad,Geo Targeted Houston,Houston to Athens Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,1,1,$1.45 ,1
mkt_2646,Overture - Global,romance vacation,Standard,Unassigned,Unassigned,romantic,,Paused,$8.75 ,"5,768",2.17,$0.75 ,11
mkt_2647,Overture - US,flight planning,Standard,Unassigned,Unassigned,flightgeneral,Position 5-10 Bid Strategy,Paused,$8.75 ,"4,256",2.71,$1.13 ,12
mkt_2648,Yahoo - US,cheap international airfare,Advanced,Geo Targeted Detroit,Cheap International Detroit,uncategorized,,Paused,$6.25 ,208,3.23,$2.74 ,8
mkt_2649,Google - Global,paris france airport,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Unavailable,$5.00 ,344,1.53,$2.36 ,4
mkt_265,Google - US,travel to marseille,Broad,French Destinations,Marseille,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00 ,73,1.08,$3.23 ,4
mkt_2650,Google - US,fly to india,Broad,Outside Western Europe,India,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,54,1.27,$4.27 ,2
mkt_2651,Overture - US,air chicago france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Paused,$0.13 ,64,2.07,$0.23 ,2
mkt_2652,Google - US,paris airports,Broad,Geo Targeted Boston,Boston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,38,1.13,$3.10 ,3
mkt_2653,Google - US,barcelona cheap tickets,Broad,Geo Targeted New York,New York to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,8,1,$3.36 ,3
mkt_2654,Overture - US,airplane ticket web site,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.13 ,110,4.13,$0.13 ,1
mkt_2655,Yahoo - US,discount international airline ticket,Advanced,Geo Targeted Atlanta,Discount International Atlanta,uncategorized,,Paused,$6.25 ,18,1,$1.90 ,1
mkt_2656,Overture - Global,cheap paris vacation,Advanced,Unassigned,Unassigned,paris,,Sent,$8.75 ,"4,730",2.49,$0.81 ,48
mkt_2657,Google - US,airfrance to paris,Broad,Paris & France Terms,Paris Branded,uncategorized,Position 2-5 Bid Strategy,Live,$10.00 ,49,1.02,$1.23 ,6
mkt_2658,Google - US,venice airport,Broad,Geo Targeted DC,DC to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,12,1,$3.00 ,1
mkt_2659,Overture - US,cheapest airfare to london,Advanced,Unassigned,Unassigned,london,Position 5-10 Bid Strategy,Paused,$0.53 ,87,2.11,$0.86 ,11
mkt_266,Google - US,paris airline tickets,Broad,Geo Targeted Houston,Houston to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,41,1.61,$2.18 ,3
mkt_2660,Yahoo - US,cheap international flight,Advanced,Geo Targeted Chicago,Cheap International Chicago,uncategorized,,Paused,$6.25 ,"1,707",1.57,$4.65 ,34
mkt_2661,Google - US,air france ticket paris,Broad,Paris & France Terms,Paris Branded,uncategorized,Position 2-5 Bid Strategy,Live,$15.00 ,42,1,$1.60 ,8
mkt_2662,Overture - Global,romantic vacation idea,Standard,Unassigned,Unassigned,romantic,,Paused,$8.75 ,"1,748",2.47,$1.32 ,8
mkt_2663,Google - US,france cheap fares,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,43,1.26,$3.39 ,9
mkt_2664,Google - US,berlin flights,Broad,Google_Yearlong 2006,Google|Berlin,berlin,Position 5-10 Bid Strategy,Paused,$6.25 ,"1,116",1.24,$2.75 ,10
mkt_2665,Overture - Global,cheap holidays to paris,Advanced,Unassigned,Unassigned,paris,,Sent,$8.75 ,"3,608",3.14,$0.44 ,8
mkt_2666,Google - US,spain fares,Broad,Google_Yearlong 2006,Google|Spain,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,257,2.01,$1.95 ,10
mkt_2667,Overture - US,air fare for international travel,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.15 ,215,3.9,$0.45 ,2
mkt_2668,Google - US,france fares,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Paused,$10.00 ,"1,286",1.4,$2.63 ,59
mkt_2669,Overture - Global,discount paris travel,Advanced,Unassigned,Unassigned,paris,Position 1-2 Target,Sent,$0.69 ,"1,410",1.49,$0.77 ,15
mkt_267,Yahoo - US,cheap airline ticket to france,Standard,Paris & France Terms,France,uncategorized,,Live,$6.25 ,311,1.14,$1.31 ,11
mkt_2670,Yahoo - US,international airline fare,Advanced,Geo Targeted Atlanta,International Atlanta,uncategorized,,Paused,$6.25 ,1,1,$0.80 ,1
mkt_2671,Yahoo - US,europe airline,Advanced,Geo Targeted Los Angeles,Europe Los Angeles,uncategorized,,Paused,$6.25 ,10,4.6,$2.83 ,2
mkt_2672,Google - US,rome airfare,Broad,Geo Targeted Philadelphia,Philadelphia to Rome Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,6,1.67,$2.72 ,3
mkt_2673,Google - US,rome tickets,Broad,Western Europe Destinations,Rome,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,829,3.07,$1.49 ,15
mkt_2674,Yahoo - US,fly to germany,Advanced,Western Europe Destinations,Germany,uncategorized,,Paused,$6.25 ,9,1.67,$2.54 ,1
mkt_2675,Overture - Global,new york delhi airfare,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,4,0.25,$0.84 ,1
mkt_2676,Overture - US,air ticket booking,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.20 ,"1,168",4.23,$0.68 ,8
mkt_2677,Google - US,spain flights,Broad,Geo Targeted Detroit,Detroit to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,115,1.24,$1.55 ,2
mkt_2678,Google - Global,airfrance airlines,Broad,Air France Brand & French Destinations,Air France Brand,uncategorized,,Unavailable,$5.00 ,258,1.03,$0.79 ,33
mkt_2679,Google - US,europe airfare,Broad,Geo Targeted Philadelphia,Europe Philadelphia,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,6,1,$2.03 ,1
mkt_268,Google - Global,nice cheap ticket,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unavailable,$5.00 ,79,1.78,$1.82 ,5
mkt_2680,Overture - Global,new york to lyon,Advanced,Unassigned,Unassigned,lyon,Position 1-2 Target,Paused,$0.33 ,"1,315",3.07,$0.30 ,6
mkt_2681,Google - US,paris flight specials,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00 ,5,1.4,$1.36 ,1
mkt_2682,Overture - US,international travel ticket,Standard,Unassigned,Unassigned,internationalgeneral,Position 5-10 Bid Strategy,Paused,$0.15 ,493,2.98,$0.46 ,8
mkt_2683,Google - Global,france airfare,Broad,Air France Global Campaign,France,france,Position 1- 3,Unavailable,$5.00 ,"23,013",2.43,$2.66 ,806
mkt_2684,Google - US,paris flight,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,292,3.18,$1.85 ,12
mkt_2685,Google - US,france cheap flights,Broad,Paris & France Terms,France,uncategorized,Pos 3-6,Paused,$10.00 ,"2,477",1.29,$3.29 ,171
mkt_2686,Google - US,france airfare sales,Broad,Geo Targeted New York,New York to France Sale,uncategorized,Position 5-10 Bid Strategy,Live,$6.25 ,10,1.1,$3.23 ,4
mkt_2687,Google - US,europe cheap flights,Broad,Western Europe Destinations,Europe,uncategorized,Postiion 1-4 Bid Strategy,Unavailable,$6.25 ,"2,301",1.53,$2.23 ,139
mkt_2688,Yahoo - US,malaga airfare,Advanced,Geo Targeted Chicago,Chicago to Malaga Sale,uncategorized,,Live,$6.25 ,5,1,$0.93 ,1
mkt_2689,Overture - US,fly to munich,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Paused,$0.51 ,"1,365",2.07,$0.73 ,4
mkt_269,Overture - US,lyon travel,Standard,Unassigned,Unassigned,lyon,Position 2-5 Bid Strategy,Paused,$0.73 ,310,2.09,$0.59 ,1
mkt_2690,Google - US,greece airfares,Broad,Geo Targeted Philadelphia,Philadelphia to Greece Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,2,1,$4.43 ,1
mkt_2691,Yahoo - US,paris france travel,Standard,Paris & France Terms,Paris,uncategorized,,Live,$6.25 ,"5,318",1.12,$2.04 ,55
mkt_2692,MSN - US,airfrance com,Broad,Air France Brand & French Destinations,Air France Website,uncategorized,,Live,$0.00 ,"5,490",1.15,$0.64 ,"1,498"
mkt_2693,Yahoo - US,milan cheap flight,Advanced,Western Europe Destinations,Milan,uncategorized,,Live,$6.25 ,5,1.2,$1.20 ,1
mkt_2694,Yahoo - US,venice cheap flight,Advanced,Geo Targeted San Francisco,San Francisco to Venice Sale,uncategorized,,Live,$6.25 ,9,1,$1.06 ,1
mkt_2695,Google - US,spain flights,Broad,Geo Targeted DC,DC to Spain Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,13,1.77,$2.00 ,1
mkt_2696,Yahoo - US,england travel,Standard,Western Europe Destinations,England,uncategorized,,Paused,$6.25 ,672,1,$2.04 ,5
mkt_2697,Google - US,florence flight,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,239,1.46,$2.37 ,10
mkt_2698,Google - US,venice airfare,Broad,Google_Yearlong 2006,Google|Venice,venice,Position 5-10 Bid Strategy,Paused,$6.25 ,322,1.33,$2.09 ,8
mkt_2699,Google - US,europe cheap flights,Broad,Google_Yearlong 2006,Google|Europe,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"3,554",2.02,$1.74 ,220
mkt_270,Google - US,madrid flights,Broad,Google_Yearlong 2006,Google|Madrid,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,"1,613",1.81,$2.96 ,24
mkt_2700,Google - US,venice ticket,Broad,Geo Targeted DC,DC to Venice Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,4,1.5,$1.93 ,2
mkt_2701,Google - Global,travel to paris,Broad,Air France Global Campaign,Paris,paris,Position 1- 3,Unavailable,$8.75 ,"12,248",2.06,$3.10 ,391
mkt_2702,MSN - US,paris ticket,Broad,Air France Brand & French Destinations,Paris,uncategorized,,Live,$0.00 ,380,1.51,$2.53 ,16
mkt_2703,Google - US,flight to hanover,Broad,Google_Yearlong 2006,Google|Hanover,hanover,Position 5-10 Bid Strategy,Paused,$6.25 ,18,1.11,$4.78 ,1
mkt_2704,Google - US,italy ticket,Broad,Western Europe Destinations,Italy,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,264,4.19,$0.54 ,10
mkt_2705,Google - US,paris cheap airfare,Broad,Geo Targeted DC,DC to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,9,1.33,$2.31 ,2
mkt_2706,Overture - US,airline search,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Paused,$0.38 ,"1,884",4.63,$0.61 ,5
mkt_2707,Overture - Global,nice ticket,Advanced,Unassigned,Unassigned,nice,,Paused,$8.75 ,"27,072",2.06,$0.44 ,13
mkt_2708,Google - US,paris fares,Broad,Paris & France Terms,Paris,uncategorized,Position 5-10 Bid Strategy,Paused,$10.00 ,"1,183",1.33,$2.70 ,122
mkt_271,Google - Global,nice travel,Broad,Air France Brand & French Destinations,Nice,uncategorized,,Paused,$5.00 ,96,1.33,$2.59 ,3
mkt_2710,Overture - US,athens vacation,Advanced,Unassigned,Unassigned,athens,Position 5-10 Bid Strategy,Paused,$2.20 ,"6,903",1.85,$1.81 ,29
mkt_2711,Yahoo - US,international air fare,Advanced,Geo Targeted Boston,International Boston,uncategorized,,Paused,$6.25 ,215,3.82,$3.75 ,4
mkt_2712,MSN - Global,france cheap flights,Broad,Air France Brand & French Destinations,France,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00 ,229,3.63,$7.84 ,4
mkt_2713,Yahoo - US,cheap international flight,Advanced,Geo Targeted Boston,Cheap International Boston,uncategorized,,Paused,$6.25 ,"1,058",1.96,$4.78 ,30
mkt_2714,Google - US,greece ticket,Broad,Geo Targeted Los Angeles,Los Angeles to Greece Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,3,1,$1.11 ,1
mkt_2715,Overture - US,fly frankfurt,Advanced,Unassigned,Unassigned,fly,Position 5-10 Bid Strategy,Paused,$1.25 ,212,2.05,$0.66 ,8
mkt_2716,Overture - US,discount airfare to italy,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Paused,$0.33 ,413,1.72,$0.69 ,29
mkt_2717,Google - US,germany airports,Broad,Google_Yearlong 2006,Google|Germany,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,383,1.69,$2.95 ,5
mkt_2718,Google - US,flight to florence,Broad,Google_Yearlong 2006,Google|Florence,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,133,1.99,$2.37 ,12
mkt_2719,Overture - US,discount flight to london,Advanced,Unassigned,Unassigned,discount,Position 5-10 Bid Strategy,Paused,$0.70 ,"5,672",3.06,$1.14 ,16
mkt_272,Overture - Global,budapest to travel,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,404,1.24,$1.34 ,2
mkt_2720,Google - Global,france airfares,Broad,Air France Brand & French Destinations,France,uncategorized,,Paused,$5.00 ,440,1.37,$2.73 ,63
mkt_2721,Google - Global,airfrance,Broad,Air France Global Campaign,Air France,airfrance,Position 1- 3,Unavailable,$2.50 ,"23,310",1.65,$0.72 ,"1,383"
mkt_2722,MSN - Global,flights to nice,Broad,Air France Brand & French Destinations,Nice,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00 ,249,1.65,$1.51 ,15
mkt_2723,Overture - US,airline ticket cheap flight,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Paused,$0.33 ,"9,177",3.62,$1.34 ,6
mkt_2724,Overture - US,airline ticket cheap airfare,Standard,Unassigned,Unassigned,airlinegeneral,Position 5-10 Bid Strategy,Paused,$0.23 ,"4,256",2.47,$0.95 ,2
mkt_2725,Google - US,bordeaux ticket,Broad,French Destinations,Bordeaux,uncategorized,Position 2-5 Bid Strategy,Paused,$10.00 ,28,1,$0.48 ,1
mkt_2726,Overture - Global,south of france vacation,Standard,Unassigned,Unassigned,france,,Sent,$8.75 ,"2,764",3.68,$0.79 ,9
mkt_2727,MSN - US,fly to nice,Broad,Air France Brand & French Destinations,Nice,uncategorized,,Live,$0.00 ,20,1,$2.61 ,1
mkt_2728,Overture - US,international plane ticket,Advanced,Unassigned,Unassigned,ticket,Position 5-10 Bid Strategy,Paused,$1.26 ,"6,680",1.98,$0.90 ,42
mkt_2729,Google - US,stuttgart,Broad,Google_Yearlong 2006,Google|Stuttgart,stuttgart,Position 5-10 Bid Strategy,Paused,$6.25 ,835,1.09,$1.52 ,4
mkt_273,MSN - Global,paris cheap tickets,Broad,Air France Brand & French Destinations,Paris,uncategorized,Position 1-4 Bid Strategy,Deactivated,$0.00 ,477,1.97,$3.86 ,16
mkt_2730,Google - US,paris airlines,Broad,Geo Targeted Seattle,Seattle to Paris Sale,uncategorized,Position 2-5 Bid Strategy,Paused,$5.00 ,392,1.62,$2.12 ,44
mkt_2731,Google - US,paris ticket,Broad,Geo Targeted Los Angeles,Los Angeles to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,93,1.68,$3.53 ,4
mkt_2732,Overture - US,air flight booking,Standard,Unassigned,Unassigned,airgeneral,Position 5-10 Bid Strategy,Paused,$0.18 ,95,4.13,$0.49 ,2
mkt_2733,Google - US,florence fare,Broad,Western Europe Destinations,Florence,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,95,3.97,$0.56 ,3
mkt_2734,Overture - Global,airfrance.us,Advanced,Unassigned,Unassigned,airfrancewebsite,Position 1-2 Target,Paused,$0.14 ,"1,100",1.17,$0.17 ,207
mkt_2735,Yahoo - US,discount international airline ticket,Advanced,Geo Targeted Miami,Discount International Miami,uncategorized,,Paused,$6.25 ,1,1,$0.73 ,1
mkt_2736,Overture - US,berlin cheap ticket,Advanced,Unassigned,Unassigned,berlin,Position 5-10 Bid Strategy,Paused,$0.51 ,154,2.25,$0.51 ,6
mkt_2737,Overture - US,san francisco to paris flight,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.13 ,37,4.73,$0.35 ,1
mkt_2738,Google - Global,nice airport,Broad,Air France Global Campaign,Nice,nice,Position 1- 3,Unavailable,$1.25 ,"1,363",1.75,$0.96 ,3
mkt_2739,Google - US,international flights,Broad,Geo Targeted Boston,International Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,480,5.4,$3.44 ,2
mkt_274,Google - US,rome ticket,Broad,Google_Yearlong 2006,Google|Rome,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,361,1.68,$2.06 ,12
mkt_2740,Overture - US,cairo,Standard,Unassigned,Unassigned,regional,Position 5-10 Bid Strategy,Paused,$0.65 ,"103,233",1.02,$0.65 ,278
mkt_2741,Google - US,cheap flight to athens greece,Broad,Western Europe Destinations,Greece,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,13,5.98,$1.15 ,1
mkt_2742,Google - Global,zagreb flights,Broad,Air France Global Campaign,Zagreb,zagreb,Position 1- 3,Unavailable,$11.25 ,31,1,$3.05 ,1
mkt_2743,Google - US,madrid airlines,Broad,Western Europe Destinations,Madrid,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,"3,945",4.86,$1.12 ,63
mkt_2744,Yahoo - US,paris france tourism,Standard,Paris & France Terms,Paris,uncategorized,,Live,$6.25 ,"1,718",1.46,$2.68 ,8
mkt_2745,Google - US,barcelona tickets,Broad,Geo Targeted DC,DC to Barcelona Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,22,1.81,$5.13 ,1
mkt_2746,Overture - US,paris charles de gaulle airport,Standard,Unassigned,Unassigned,paris,Position 2-5 Bid Strategy,Paused,$0.20 ,"2,728",2.35,$0.97 ,6
mkt_2747,Overture - Global,houston to paris,Standard,Unassigned,Unassigned,houston,,Paused,$7.50 ,45,1,$0.85 ,1
mkt_2748,Yahoo - US,cologne,Advanced,Western Europe Destinations,Cologne,uncategorized,,Paused,$6.25 ,"20,840",2.03,$3.34 ,70
mkt_2749,Google - US,europe airfare,Broad,Western Europe Destinations,Europe,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,856,1.45,$1.91 ,71
mkt_275,Google - US,paris cheap tickets,Broad,Geo Targeted Miami,Miami to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,17,3.42,$1.31 ,2
mkt_2750,MSN - US,marseille flights,Broad,Air France Brand & French Destinations,Marseille,uncategorized,,Live,$0.00 ,24,1.46,$2.73 ,1
mkt_2751,Overture - Global,dakar trip,Standard,Unassigned,Unassigned,ebsaleend7.28,,Paused,$8.75 ,3,1,$0.13 ,1
mkt_2752,Google - US,paris plane tickets,Broad,Geo Targeted San Francisco,San Francisco to Paris Sale,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,32,1.03,$1.99 ,5
mkt_2753,Overture - US,cheapest flight to france,Standard,Unassigned,Unassigned,france,Position 2-5 Bid Strategy,Paused,$0.13 ,106,4.71,$0.84 ,1
mkt_2754,Google - US,international airlines,Broad,Geo Targeted Boston,International Boston,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,40,1.35,$1.91 ,1
mkt_2755,Overture - Global,dijon flight,Standard,Unassigned,Unassigned,dijon,Position 1-2 Target,Paused,$0.51 ,407,1.7,$0.51 ,20
mkt_2756,Google - US,seville airfares,Broad,Geo Targeted Boston,Boston to Seville Sale,uncategorized,Position 5-10 Bid Strategy,Unavailable,$6.25 ,1,1,$1.98 ,1
mkt_2757,Google - Global,france cheap tickets,Broad,Air France Brand & French Destinations,France,uncategorized,,Paused,$5.00 ,"1,334",1.54,$3.42 ,184
mkt_2758,Google - US,casablanca flights,Broad,Google_Yearlong 2006,Google|casablanca,uncategorized,Position 5-10 Bid Strategy,Paused,$6.25 ,827,1.14,$3.07 ,33
